1.674584188901919735e-01,-5.849227153470321072e-01,1.031486371582187811e+00,-3.485593778655272090e-01,-8.372802664917970983e-01,-9.460577173749075142e-01,-9.953415370621524483e-01,-3.697311184904287784e-01
1.688615860400610458e-01,-5.831142944288667529e-01,5.243045835858616693e-02,-1.665325133526415757e-01,-1.541553128039613585e-01,-8.264456912700440805e-02,-2.604308348860113684e-02,-3.698492907265875096e-01
1.705743340790909779e-01,-5.834752463750008111e-01,9.215679575393319611e-01,8.670932173812245791e-01,5.931536781158099902e-01,4.412014482873495291e-01,3.145275279484387454e-01,-5.302705616089455065e-02
1.745575449813150104e-01,-5.865006944160729985e-01,-1.030630383743067702e+00,-8.136274921605184396e-01,-6.366922721249053119e-01,-5.266042878482258827e-01,-4.309210730998557781e-01,-3.699926099322866646e-01
1.748245734361461023e-01,-5.844124718190057965e-01,-1.290232382477790818e+00,-1.172519438986145079e+00,-3.767623749560950475e-01,-2.510120958157231394e-02,1.582764742716870066e-01,-3.681894852719278521e-01
1.740687361353054352e-01,-5.815907842799292737e-01,9.799183672777146414e-01,1.159135853745960620e+00,1.239611404930303529e+00,1.253491219112622623e+00,1.345423755807772626e+00,-3.688988119330012250e-01
1.744288244953332567e-01,-5.877188150719265813e-01,9.218575976290384055e-01,5.479300696206441668e-01,2.476388207506786121e-01,7.037522305233433195e-02,-4.428719555948134462e-02,-1.118531130065637258e-01
1.751760328523047083e-01,-5.810442306903023102e-01,4.351536318918545199e-01,5.003422456074276825e-01,5.050586753135983820e-01,5.457867232237300081e-01,5.384937438308660118e-01,-3.688981817153725862e-01
1.756889370247170790e-01,-5.846231330934054116e-01,-8.607081977831021469e-01,-4.233206003872925227e-01,-1.550544325433835524e-01,-4.013079938065373248e-02,4.415726755953176125e-02,-3.694788770999689609e-01
1.767125478456365306e-01,-5.852427131773404456e-01,6.412467698040383302e-02,3.615558844432955055e-01,6.112671945329348766e-01,6.124476835738495994e-01,6.679313553478666288e-01,-2.655083251089764840e-01
1.768317750283470435e-01,-5.830860213921560398e-01,8.186733156718143389e-01,4.551872287787036564e-01,3.200273256048443704e-01,2.975882874857589955e-01,3.128901292796626987e-01,-3.697970726945016828e-01
1.790530866068556215e-01,-5.840335383976377193e-01,2.579180336668487339e-01,1.543441768596215125e-01,9.531295156343805308e-02,1.143866966772640742e-01,1.515855812343021580e-01,-3.681060984765522348e-01
1.794039955955978871e-01,-5.808840772787635665e-01,1.138218744638290314e+00,8.665008817189128187e-01,7.648387191925004602e-01,7.813904327780865078e-01,8.055642718771135469e-01,-3.695673647996612354e-01
1.806264948872406129e-01,-5.854799224044292538e-01,1.159217651141863925e+00,3.767873729027367835e-01,1.371501169384629348e-01,8.511578227835500665e-02,6.767928904499258269e-02,-3.696867203015716252e-01
1.812347611327501939e-01,-5.845344142486008643e-01,7.691327919952731795e-01,1.869649479769299460e-01,-1.921712192864369062e-01,-3.804336444001704676e-01,-5.456137849295015219e-01,-1.842765396220286400e-01
1.846058214043515833e-01,-5.802605938506126826e-01,1.435705399189333153e-01,1.309155437648931386e+00,1.457320137668708160e+00,1.513609976363734066e+00,1.291464404753488449e+00,3.297997998879975134e-01
1.819091581976543526e-01,-5.866179254000802867e-01,5.312779366625330901e-01,7.649470479000853862e-01,1.017781706719543156e+00,1.146593699591771598e+00,1.234188698019806685e+00,-3.691679508728586412e-01
1.824086679386429100e-01,-5.806164887076429304e-01,7.266039721569995669e-01,2.042022735844046366e+00,2.151581063962523022e+00,2.215840408368930703e+00,2.336997480611371358e+00,2.660733267607656938e+00
1.854057828923332818e-01,-5.857717751979840681e-01,5.124392624946716435e-01,1.471621069540938187e-01,3.033281872888847833e-02,2.413908986506686088e-02,5.003361709671167584e-02,-3.690904624000235779e-01
1.852393884750924979e-01,-5.815658504277224639e-01,-9.687801562540887534e-01,-5.311680006181836999e-01,-2.829635813069185657e-01,-3.396715750966021741e-01,-2.793993587253029154e-01,-1.825152742737946032e-01
1.870378838969130875e-01,-5.840392780077403589e-01,9.339017980259152196e-01,1.174949100445172867e+00,1.240547987992203671e+00,1.285433476686777876e+00,1.346861674435681167e+00,-3.704031568464225543e-01
1.891842954892045126e-01,-5.830426409096183260e-01,-1.334716272921568692e+00,-1.009087683300831984e+00,-7.249277623864032183e-01,-5.658598947709999605e-01,-4.389002747344994404e-01,-3.697993877796680318e-01
1.909582079436025204e-01,-5.836145369041508824e-01,5.526750982894524933e-01,1.346768752205722786e+00,1.550809858907459926e+00,1.701944049469582776e+00,1.691272276659396168e+00,2.010130799632641629e+00
1.910550078251975759e-01,-5.821365256826573908e-01,1.323249955191237864e-02,-1.455045973405803827e-01,-1.062771866796875242e-01,-5.768283781734100807e-02,1.459266316950003951e-02,-3.696969838458091240e-01
1.880839282975873550e-01,-5.827071477067456984e-01,7.210646054414008299e-01,9.811918743340085625e-01,1.269001381412690366e+00,1.369830404020079273e+00,1.532461229124862045e+00,-3.694817066485056589e-01
1.902129920083048265e-01,-5.852843345033550415e-01,9.574350553144059806e-01,1.048841490565979861e-01,-3.205580254115422134e-01,-4.541802330413479694e-01,-6.269933299345051836e-01,-6.930544889235294714e-02
1.903981030505809136e-01,-5.879554831055181507e-01,-1.616256362701023741e-01,-3.483302529116915486e-02,5.696924100929366686e-02,7.316918525857377120e-02,5.320036274546240118e-02,-3.149266475335906201e-01
1.914310230013397951e-01,-5.861226370427538024e-01,-1.075295299242916780e+00,-1.241896753434399869e+00,-1.105386533790983172e+00,-9.351621406207953902e-01,-8.200983211612727919e-01,-3.692569761867727784e-01
1.921678778813968869e-01,-5.858398221092050440e-01,-1.099564725092737616e+00,-8.051972863951182280e-01,-6.024507953818792894e-01,-4.563873755992554626e-01,-3.495415280948520609e-01,-3.692646545525746227e-01
1.933866518467997897e-01,-5.806262871103133882e-01,-5.184742951231049446e-01,-1.423207931556516870e-01,4.698526556945311489e-02,1.521270827170304041e-01,2.391157608326780759e-01,-3.683709596534855413e-01
1.936481320769894432e-01,-5.828884267833555066e-01,5.515768796159883358e-01,4.417115924611122457e-01,1.378806517267430753e-01,1.892778104778770551e-02,-1.198901310477373527e-01,-6.888950525746255493e-02
1.932809907116656289e-01,-5.852680905670499811e-01,6.767617400536813932e-01,7.397833596743786932e-01,8.211460928738649745e-01,7.921108394879222692e-01,9.424075799112687779e-01,-1.945847650032944132e-01
